LEVEL,SCHOOLYEAR,COUNTY,DISTRICT,SCHOOL,NAME,SUBJECT,GRADE,SUBGROUPTYPE,SUBGROUPDESCRIPTION,AVERAGESCALESCORE,DEVELOPINGCOUNT,DEVELOPINGPERCENT,ONTRACKCOUNT,ONTRACKPERCENT,ADVANCEDCOUNT,ADVANCEDPERCENT,TESTEDCOUNT,NOTTESTEDCOUNT,NOTTESTEDPERCENT,DATAASOF,BASIC_PCT,PROFICIENT_PCT,YEAR
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,3,GENDER,Female,1179.56,5113.0,0.4367,4886.0,0.4172999999999999,1709.0,0.146,11694.0,14.0,0.0012,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,3,GENDER,Male,1196.92,4425.0,0.36,5118.0,0.4164,2749.0,0.2236,12270.0,22.0,0.0018,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,4,GENDER,Female,1210.4,4757.0,0.4175,5250.0,0.4607,1388.0,0.1217999999999999,11374.0,21.0,0.0018,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,4,GENDER,Male,1224.27,4593.0,0.3714,5407.0,0.4372,2366.0,0.1913,12329.0,37.0,0.003,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,5,GENDER,Female,1231.12,5094.0,0.4302,5089.0,0.4297999999999999,1657.0,0.1399,11819.0,22.0,0.0019,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,5,GENDER,Male,1240.57,4840.0,0.3956,5049.0,0.4125999999999999,2347.0,0.1918,12205.0,31.0,0.0025,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,6,GENDER,Female,1234.28,5240.0,0.455,4988.0,0.4331,1288.0,0.1118,11486.0,30.0,0.0026,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,6,GENDER,Male,1239.37,5211.0,0.4244,5342.0,0.4351,1725.0,0.1405,12240.0,38.0,0.0031,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,7,GENDER,Female,1241.54,5179.0,0.4498,4847.0,0.4209,1489.0,0.1293,11470.0,45.0,0.0039,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,7,GENDER,Male,1245.21,5430.0,0.4407,5002.0,0.406,1888.0,0.1532,12253.0,67.0,0.0054,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,8,GENDER,Female,1252.75,4823.0,0.4196999999999999,5159.0,0.449,1509.0,0.1313,11430.0,61.0,0.0053,2025-11-19,,,2025
ST,2024-2025,0,0,0,STATE OF NEBRASKA,Mathematics,8,GENDER,Male,1251.38,5266.0,0.4314,5104.0,0.4181,1838.0,0.1506,12136.0,72.0,0.0059,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,4,GENDER,Female,1187.61,71.0,0.5221,60.0,0.4412,5.0,0.0368,135.0,,,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,4,GENDER,Male,1206.03,54.0,0.4286,62.0,0.4921,10.0,0.0794,126.0,,,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,5,GENDER,Female,1211.49,73.0,0.5659000000000001,51.0,0.3953,5.0,0.0388,128.0,,,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,5,GENDER,Male,1221.89,72.0,0.4966,59.0,0.4069,14.0,0.0966,145.0,,,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,6,GENDER,Female,1224.78,51.0,0.4904,46.0,0.4422999999999999,7.0,0.0673,104.0,,,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,6,GENDER,Male,1217.02,72.0,0.518,59.0,0.4245,8.0,0.0576,139.0,,,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,7,GENDER,Female,1228.48,62.0,0.496,49.0,0.392,14.0,0.1119999999999999,124.0,,,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,7,GENDER,Male,1212.9,66.0,0.5739,42.0,0.3652,7.0,0.0608999999999999,115.0,,,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,8,GENDER,Female,1254.51,45.0,0.3358,82.0,0.6119,7.0,0.0521999999999999,134.0,,,2025-11-19,,,2025
DI,2024-2025,1,18,0,HASTINGS PUBLIC SCHOOLS,Mathematics,8,GENDER,Male,1255.03,46.0,0.3538,65.0,0.5,19.0,0.1462,130.0,,,2025-11-19,,,2025
DI,2024-2025,1,90,0,ADAMS CENTRAL PUBLIC SCHOOLS,Mathematics,7,GENDER,Female,1265.2,16.0,0.3556,20.0,0.4443999999999999,9.0,0.2,45.0,,,2025-11-19,,,2025
DI,2024-2025,1,90,0,ADAMS CENTRAL PUBLIC SCHOOLS,Mathematics,7,GENDER,Male,1280.5,7.0,0.1944,21.0,0.5832999999999999,8.0,0.2221999999999999,36.0,,,2025-11-19,,,2025
DI,2024-2025,7,6,0,ALLIANCE PUBLIC SCHOOLS,Mathematics,3,GENDER,Female,1203.08,19.0,0.3878,18.0,0.3672999999999999,12.0,0.2448999999999999,49.0,,,2025-11-19,,,2025
DI,2024-2025,7,6,0,ALLIANCE PUBLIC SCHOOLS,Mathematics,3,GENDER,Male,1189.09,22.0,0.5,13.0,0.2955,9.0,0.2045,44.0,,,2025-11-19,,,2025
DI,2024-2025,7,6,0,ALLIANCE PUBLIC SCHOOLS,Mathematics,4,GENDER,Female,1204.38,25.0,0.4464,23.0,0.4107,8.0,0.1429,54.0,,,2025-11-19,,,2025
DI,2024-2025,7,6,0,ALLIANCE PUBLIC SCHOOLS,Mathematics,4,GENDER,Male,1249.15,14.0,0.2593,25.0,0.4629999999999999,15.0,0.2778,54.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,3,GENDER,Female,1217.03,68.0,0.2764,99.0,0.4024,79.0,0.3211,246.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,3,GENDER,Male,1230.7,67.0,0.2577,108.0,0.4154,85.0,0.3268999999999999,260.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,4,GENDER,Female,1253.76,42.0,0.1953,119.0,0.5535,54.0,0.2512,215.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,4,GENDER,Male,1274.8,37.0,0.1588,105.0,0.4506,91.0,0.3906,233.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,5,GENDER,Female,1275.41,50.0,0.2082999999999999,118.0,0.4917,72.0,0.3,240.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,5,GENDER,Male,1277.98,64.0,0.2481,99.0,0.3837,95.0,0.3682,256.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,6,GENDER,Female,1256.35,80.0,0.3636,101.0,0.4590999999999999,39.0,0.1773,219.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,6,GENDER,Male,1271.87,53.0,0.2912,79.0,0.4341,50.0,0.2747,182.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,7,GENDER,Female,1266.63,57.0,0.3393,74.0,0.4404999999999999,37.0,0.2202,167.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,7,GENDER,Male,1264.45,85.0,0.3728,91.0,0.3990999999999999,52.0,0.2281,226.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,8,GENDER,Female,1279.8,59.0,0.3041,88.0,0.4536,47.0,0.2423,192.0,,,2025-11-19,,,2025
DI,2024-2025,10,7,0,KEARNEY PUBLIC SCHOOLS,Mathematics,8,GENDER,Male,1276.41,70.0,0.3431,81.0,0.3971,53.0,0.2598,201.0,,,2025-11-19,,,2025
DI,2024-2025,13,1,0,PLATTSMOUTH COMMUNITY SCHOOLS,Mathematics,3,GENDER,Female,1180.02,23.0,0.451,20.0,0.3922,8.0,0.1568999999999999,51.0,,,2025-11-19,,,2025
DI,2024-2025,13,1,0,PLATTSMOUTH COMMUNITY SCHOOLS,Mathematics,3,GENDER,Male,1215.1,8.0,0.2051,22.0,0.5640999999999999,9.0,0.2307999999999999,39.0,,,2025-11-19,,,2025
DI,2024-2025,13,1,0,PLATTSMOUTH COMMUNITY SCHOOLS,Mathematics,5,GENDER,Female,1245.54,15.0,0.3261,26.0,0.5652,5.0,0.1086999999999999,46.0,,,2025-11-19,,,2025
DI,2024-2025,13,1,0,PLATTSMOUTH COMMUNITY SCHOOLS,Mathematics,5,GENDER,Male,1248.06,18.0,0.3529,23.0,0.451,10.0,0.1961,50.0,,,2025-11-19,,,2025
DI,2024-2025,13,1,0,PLATTSMOUTH COMMUNITY SCHOOLS,Mathematics,7,GENDER,Female,1221.43,25.0,0.5556,15.0,0.3333,5.0,0.1110999999999999,45.0,,,2025-11-19,,,2025
DI,2024-2025,13,1,0,PLATTSMOUTH COMMUNITY SCHOOLS,Mathematics,7,GENDER,Male,1244.46,30.0,0.5,23.0,0.3833,7.0,0.1167,60.0,,,2025-11-19,,,2025
DI,2024-2025,13,1,0,PLATTSMOUTH COMMUNITY SCHOOLS,Mathematics,8,GENDER,Female,1259.48,19.0,0.3654,28.0,0.5385,5.0,0.0962,52.0,,,2025-11-19,,,2025
DI,2024-2025,13,1,0,PLATTSMOUTH COMMUNITY SCHOOLS,Mathematics,8,GENDER,Male,1256.59,22.0,0.4583,16.0,0.3333,10.0,0.2082999999999999,47.0,,,2025-11-19,,,2025
DI,2024-2025,17,1,0,SIDNEY PUBLIC SCHOOLS,Mathematics,3,GENDER,Female,1203.17,13.0,0.3171,20.0,0.4878,8.0,0.1951,41.0,,,2025-11-19,,,2025
DI,2024-2025,17,1,0,SIDNEY PUBLIC SCHOOLS,Mathematics,3,GENDER,Male,1180.97,17.0,0.4359,14.0,0.359,8.0,0.2051,39.0,,,2025-11-19,,,2025
DI,2024-2025,17,1,0,SIDNEY PUBLIC SCHOOLS,Mathematics,5,GENDER,Female,1245.53,14.0,0.3256,23.0,0.5349,6.0,0.1394999999999999,43.0,,,2025-11-19,,,2025
DI,2024-2025,17,1,0,SIDNEY PUBLIC SCHOOLS,Mathematics,5,GENDER,Male,1256.53,11.0,0.3056,17.0,0.4722,8.0,0.2221999999999999,36.0,,,2025-11-19,,,2025
DI,2024-2025,17,1,0,SIDNEY PUBLIC SCHOOLS,Mathematics,7,GENDER,Female,1271.17,9.0,0.3,16.0,0.5333,5.0,0.1667,30.0,,,2025-11-19,,,2025
DI,2024-2025,17,1,0,SIDNEY PUBLIC SCHOOLS,Mathematics,7,GENDER,Male,1282.43,10.0,0.2778,17.0,0.4722,9.0,0.25,36.0,,,2025-11-19,,,2025
DI,2024-2025,19,123,0,SCHUYLER COMMUNITY SCHOOLS,Mathematics,3,GENDER,Female,1212.56,22.0,0.2316,57.0,0.6,16.0,0.1684,95.0,,,2025-11-19,,,2025
DI,2024-2025,19,123,0,SCHUYLER COMMUNITY SCHOOLS,Mathematics,3,GENDER,Male,1200.51,14.0,0.2455999999999999,33.0,0.5789,10.0,0.1754,57.0,,,2025-11-19,,,2025
DI,2024-2025,19,123,0,SCHUYLER COMMUNITY SCHOOLS,Mathematics,5,GENDER,Female,1264.76,10.0,0.1961,32.0,0.6275,9.0,0.1765,51.0,,,2025-11-19,,,2025
DI,2024-2025,19,123,0,SCHUYLER COMMUNITY SCHOOLS,Mathematics,5,GENDER,Male,1264.7,11.0,0.22,30.0,0.6,9.0,0.18,50.0,,,2025-11-19,,,2025
DI,2024-2025,20,1,0,WEST POINT PUBLIC SCHOOLS,Mathematics,4,GENDER,Female,1238.5,8.0,0.3077,13.0,0.5,5.0,0.1923,26.0,,,2025-11-19,,,2025
DI,2024-2025,20,1,0,WEST POINT PUBLIC SCHOOLS,Mathematics,4,GENDER,Male,1267.37,5.0,0.1852,11.0,0.4074,11.0,0.4074,27.0,,,2025-11-19,,,2025
DI,2024-2025,21,25,0,BROKEN BOW PUBLIC SCHOOLS,Mathematics,3,GENDER,Female,1251.25,6.0,0.2069,13.0,0.4483,10.0,0.3448,29.0,,,2025-11-19,,,2025
DI,2024-2025,21,25,0,BROKEN BOW PUBLIC SCHOOLS,Mathematics,3,GENDER,Male,1273.42,5.0,0.1515,13.0,0.3939,15.0,0.4545,33.0,,,2025-11-19,,,2025
DI,2024-2025,21,25,0,BROKEN BOW PUBLIC SCHOOLS,Mathematics,4,GENDER,Female,1256.35,5.0,0.1613,19.0,0.6129,7.0,0.2257999999999999,31.0,,,2025-11-19,,,2025
DI,2024-2025,21,25,0,BROKEN BOW PUBLIC SCHOOLS,Mathematics,4,GENDER,Male,1241.87,8.0,0.2581,16.0,0.5161,7.0,0.2257999999999999,31.0,,,2025-11-19,,,2025
DI,2024-2025,21,25,0,BROKEN BOW PUBLIC SCHOOLS,Mathematics,7,GENDER,Female,1271.89,8.0,0.2963,14.0,0.5185,5.0,0.1852,27.0,,,2025-11-19,,,2025
DI,2024-2025,21,25,0,BROKEN BOW PUBLIC SCHOOLS,Mathematics,7,GENDER,Male,1279.96,7.0,0.2692,14.0,0.5385,5.0,0.1923,26.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,3,GENDER,Female,1160.07,69.0,0.5847,37.0,0.3136,12.0,0.1017,118.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,3,GENDER,Male,1176.27,70.0,0.4636,60.0,0.3974,21.0,0.1391,151.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,4,GENDER,Female,1212.68,57.0,0.4385,61.0,0.4692,12.0,0.0923,130.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,4,GENDER,Male,1236.67,44.0,0.3077,73.0,0.5105,26.0,0.1818,143.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,5,GENDER,Female,1234.53,64.0,0.4604,52.0,0.3741,23.0,0.1655,139.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,5,GENDER,Male,1246.82,47.0,0.3481,62.0,0.4593,26.0,0.1926,135.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,7,GENDER,Female,1220.12,83.0,0.5887,50.0,0.3546,8.0,0.0567,141.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,7,GENDER,Male,1234.93,71.0,0.5182,53.0,0.3868999999999999,13.0,0.0949,137.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,8,GENDER,Female,1226.95,63.0,0.6117,33.0,0.3204,7.0,0.068,103.0,,,2025-11-19,,,2025
DI,2024-2025,22,11,0,SO SIOUX CITY COMMUNITY SCHS,Mathematics,8,GENDER,Male,1224.78,75.0,0.5639,47.0,0.3534,11.0,0.0827,133.0,,,2025-11-19,,,2025
DI,2024-2025,23,2,0,CHADRON PUBLIC SCHOOLS,Mathematics,3,GENDER,Female,1189.44,13.0,0.3824,15.0,0.4412,6.0,0.1765,34.0,,,2025-11-19,,,2025
DI,2024-2025,23,2,0,CHADRON PUBLIC SCHOOLS,Mathematics,3,GENDER,Male,1223.61,7.0,0.2121,15.0,0.4545,11.0,0.3333,33.0,,,2025-11-19,,,2025
DI,2024-2025,24,1,0,LEXINGTON PUBLIC SCHOOLS,Mathematics,4,GENDER,Female,1186.83,56.0,0.5714,34.0,0.3469,8.0,0.0816,98.0,,,2025-11-19,,,2025
DI,2024-2025,24,1,0,LEXINGTON PUBLIC SCHOOLS,Mathematics,4,GENDER,Male,1202.36,56.0,0.4589999999999999,56.0,0.4589999999999999,10.0,0.0819999999999999,122.0,,,2025-11-19,,,2025
DI,2024-2025,24,1,0,LEXINGTON PUBLIC SCHOOLS,Mathematics,5,GENDER,Female,1222.22,47.0,0.4393,53.0,0.4953,7.0,0.0654,107.0,,,2025-11-19,,,2025
DI,2024-2025,24,1,0,LEXINGTON PUBLIC SCHOOLS,Mathematics,5,GENDER,Male,1207.67,59.0,0.5463,42.0,0.3889,7.0,0.0648,108.0,,,2025-11-19,,,2025
DI,2024-2025,24,1,0,LEXINGTON PUBLIC SCHOOLS,Mathematics,7,GENDER,Female,1247.45,41.0,0.402,44.0,0.4314,17.0,0.1667,102.0,,,2025-11-19,,,2025
DI,2024-2025,24,1,0,LEXINGTON PUBLIC SCHOOLS,Mathematics,7,GENDER,Male,1258.18,46.0,0.3802,59.0,0.4876,16.0,0.1322,120.0,,,2025-11-19,,,2025
DI,2024-2025,24,11,0,COZAD COMMUNITY SCHOOLS,Mathematics,3,GENDER,Female,1194.12,14.0,0.3414999999999999,21.0,0.5122,6.0,0.1463,41.0,,,2025-11-19,,,2025
DI,2024-2025,24,11,0,COZAD COMMUNITY SCHOOLS,Mathematics,3,GENDER,Male,1196.4,15.0,0.4286,13.0,0.3714,7.0,0.2,35.0,,,2025-11-19,,,2025
DI,2024-2025,24,11,0,COZAD COMMUNITY SCHOOLS,Mathematics,5,GENDER,Female,1252.51,14.0,0.3414999999999999,18.0,0.439,9.0,0.2195,41.0,,,2025-11-19,,,2025
DI,2024-2025,24,11,0,COZAD COMMUNITY SCHOOLS,Mathematics,5,GENDER,Male,1249.1,13.0,0.3171,20.0,0.4878,8.0,0.1951,41.0,,,2025-11-19,,,2025
DI,2024-2025,24,11,0,COZAD COMMUNITY SCHOOLS,Mathematics,8,GENDER,Female,1292.03,12.0,0.3,18.0,0.45,10.0,0.25,40.0,,,2025-11-19,,,2025
DI,2024-2025,24,11,0,COZAD COMMUNITY SCHOOLS,Mathematics,8,GENDER,Male,1294.94,5.0,0.1613,18.0,0.5806,8.0,0.2581,31.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,4,GENDER,Female,1168.59,126.0,0.6597,60.0,0.3141,5.0,0.0262,190.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,4,GENDER,Male,1183.6,118.0,0.5672999999999999,75.0,0.3606,15.0,0.0721,208.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,5,GENDER,Female,1205.64,115.0,0.6085,63.0,0.3333,11.0,0.0582,189.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,5,GENDER,Male,1206.74,101.0,0.5489,68.0,0.3696,15.0,0.0815,183.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,6,GENDER,Female,1205.76,109.0,0.6022,59.0,0.326,13.0,0.0718,180.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,6,GENDER,Male,1211.24,120.0,0.5941,65.0,0.3218,17.0,0.0842,201.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,7,GENDER,Female,1236.02,81.0,0.4736999999999999,74.0,0.4327,16.0,0.0935999999999999,171.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,7,GENDER,Male,1245.05,66.0,0.4429999999999999,64.0,0.4295,19.0,0.1275,149.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,8,GENDER,Female,1219.38,118.0,0.6378,54.0,0.2919,13.0,0.0703,185.0,,,2025-11-19,,,2025
DI,2024-2025,27,1,0,FREMONT PUBLIC SCHOOLS,Mathematics,8,GENDER,Male,1234.09,95.0,0.5398,61.0,0.3465999999999999,20.0,0.1135999999999999,176.0,,,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,3,GENDER,Female,1135.25,1371.0,0.6704000000000001,546.0,0.267,128.0,0.0626,2039.0,,,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,3,GENDER,Male,1149.72,1189.0,0.5747,658.0,0.318,222.0,0.1073,2066.0,,,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,4,GENDER,Female,1166.07,1262.0,0.6716,512.0,0.2725,105.0,0.0559,1875.0,,,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,4,GENDER,Male,1176.99,1224.0,0.6087,597.0,0.2969,190.0,0.0944999999999999,2004.0,,,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,5,GENDER,Female,1187.25,1315.0,0.6820999999999999,510.0,0.2645,103.0,0.0533999999999999,1925.0,,,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,5,GENDER,Male,1195.05,1178.0,0.6239,555.0,0.294,155.0,0.0821,1879.0,,,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,6,GENDER,Female,1172.81,1450.0,0.7762,373.0,0.1997,45.0,0.0241,1861.0,,,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,6,GENDER,Male,1177.56,1415.0,0.7362000000000001,433.0,0.2253,74.0,0.0385,1911.0,,,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,7,GENDER,Female,1183.93,1391.0,0.7643000000000001,359.0,0.1973,70.0,0.0385,1806.0,14.0,0.0077,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,7,GENDER,Male,1182.13,1487.0,0.7637,381.0,0.1957,79.0,0.0406,1932.0,15.0,0.0077,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,8,GENDER,Female,1188.24,1335.0,0.773,336.0,0.1946,56.0,0.0324,1702.0,25.0,0.0144999999999999,2025-11-19,,,2025
DI,2024-2025,28,1,0,OMAHA PUBLIC SCHOOLS,Mathematics,8,GENDER,Male,1182.03,1393.0,0.7713,365.0,0.2021,48.0,0.0266,1790.0,16.0,0.0089,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,3,GENDER,Female,1233.8,77.0,0.1714999999999999,229.0,0.51,143.0,0.3185,448.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,3,GENDER,Male,1259.52,62.0,0.127,195.0,0.3996,231.0,0.4734,488.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,4,GENDER,Female,1273.23,48.0,0.1103,249.0,0.5724,138.0,0.3172,435.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,4,GENDER,Male,1293.24,43.0,0.0925,210.0,0.4515999999999999,212.0,0.4559,465.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,5,GENDER,Female,1285.1,78.0,0.1628,235.0,0.4906,166.0,0.3465999999999999,479.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,5,GENDER,Male,1296.37,73.0,0.157,196.0,0.4215,196.0,0.4215,464.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,6,GENDER,Female,1284.34,93.0,0.2118,249.0,0.5672,97.0,0.221,439.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,6,GENDER,Male,1288.35,95.0,0.1823,294.0,0.5643,132.0,0.2534,521.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,7,GENDER,Female,1303.09,62.0,0.139,250.0,0.5605,134.0,0.3004,446.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,7,GENDER,Male,1318.03,59.0,0.1234,239.0,0.5,180.0,0.3766,478.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,8,GENDER,Female,1321.13,64.0,0.1368,230.0,0.4915,174.0,0.3718,468.0,,,2025-11-19,,,2025
DI,2024-2025,28,10,0,ELKHORN PUBLIC SCHOOLS,Mathematics,8,GENDER,Male,1314.67,83.0,0.1687,233.0,0.4736,176.0,0.3577,490.0,,,2025-11-19,,,2025
DI,2024-2025,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,Mathematics,4,GENDER,Female,1220.21,13.0,0.3095,23.0,0.5476,6.0,0.1429,42.0,,,2025-11-19,,,2025
DI,2024-2025,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,Mathematics,4,GENDER,Male,1240.04,18.0,0.36,19.0,0.38,13.0,0.26,49.0,,,2025-11-19,,,2025
DI,2024-2025,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,Mathematics,6,GENDER,Female,1258.64,12.0,0.2727,27.0,0.6136,5.0,0.1135999999999999,44.0,,,2025-11-19,,,2025
DI,2024-2025,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,Mathematics,6,GENDER,Male,1240.28,20.0,0.4347999999999999,20.0,0.4347999999999999,6.0,0.1304,46.0,,,2025-11-19,,,2025
DI,2024-2025,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,Mathematics,7,GENDER,Female,1296.87,6.0,0.1333,26.0,0.5778,13.0,0.2889,45.0,,,2025-11-19,,,2025
DI,2024-2025,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,Mathematics,7,GENDER,Male,1278.41,11.0,0.3143,17.0,0.4857,7.0,0.2,35.0,,,2025-11-19,,,2025
DI,2024-2025,28,17,0,MILLARD PUBLIC SCHOOLS,Mathematics,3,GENDER,Female,1209.21,264.0,0.3102,397.0,0.4664999999999999,190.0,0.2232999999999999,851.0,,,2025-11-19,,,2025
DI,2024-2025,28,17,0,MILLARD PUBLIC SCHOOLS,Mathematics,3,GENDER,Male,1234.4,202.0,0.2276999999999999,369.0,0.416,316.0,0.3563,887.0,,,2025-11-19,,,2025
